n,time
2156,1242
2157,1933
2158,1723
2159,1563
2160,2665
2161,1713
2162,1393
2163,2114
2164,2385
2165,16983
2166,2455
2167,1884
2168,3046
2169,2264
2170,1613
2171,2023
2172,2555
2173,2394
2174,1202
2175,3877
2176,3116
2177,1973
2178,2024
2179,14788
2180,2615
2181,1713
2182,2946
2183,2555
2184,2073
2185,3386
2186,2335
2187,1523
2188,1974
2189,3006
2190,2806
2191,12955
2192,1934
2193,3186
2194,2284
2195,2795
2196,1863
2197,1343
2198,2645
2199,1603
2200,3787
2201,17723
2202,1703
2203,2785
2204,2254
2205,1273
2206,3005
2207,1343
2208,1703
2209,3026
2210,2345
2211,2254
2212,11562
2213,12984
2214,2856
2215,2996
2216,1843
2217,1052
2218,2705
2219,2365
2220,1673
2221,2354
2222,1723
2223,3036
2224,972
2225,3266
2226,1823
2227,2515
2228,1493
2229,1272
2230,2274
2231,2164
2232,2204
2233,1532
2234,1964
2235,1442
2236,1513
2237,1813
2238,1462
2239,1663
2240,1553
2241,2866
2242,3627
2243,1603
2244,3356
2245,2325
2246,1714
2247,2825
2248,2315
2249,2345
2250,1563
2251,2434
2252,1443
2253,2635
2254,2304
2255,1323
2256,2404
2257,2285
2258,2255
2259,1282
2260,2404
2261,2665
2262,1573
2263,3246
2264,3527
2265,3707
2266,1232
2267,1954
2268,1724
2269,2494
2270,2154
2271,1804
2272,2294
2273,1503
2274,1052
2275,1714
2276,2124
2277,2385
2278,2705
2279,2876
2280,2174
2281,1443
2282,2064
2283,3206
2284,3978
2285,2194
2286,2685
2287,3286
2288,2014
2289,1633
2290,1523
2291,2064
2292,1943
2293,1152
2294,2475
2295,1062
2296,1333
2297,2234
2298,1703
2299,1022
2300,1532
2301,881
2302,1593
2303,852
2304,4318
2305,1653
2306,2946
2307,2424
2308,2325
2309,2605
2310,1323
2311,1252
2312,1423
2313,1232
2314,1844
2315,1653
2316,1463
2317,3487
2318,1453
2319,1703
2320,1413
2321,1333
2322,1984
2323,2224
2324,2686
2325,3196
2326,2795
2327,1543
2328,3236
2329,2515
2330,2254
2331,1603
2332,2776
2333,2404
2334,1523
2335,2746
2336,3116
2337,1252
2338,2695
2339,2335
2340,2876
2341,1604
2342,1623
2343,2324
2344,2094
2345,2254
2346,3026
2347,2114
2348,2324
2349,2354
2350,2194
2351,1473
2352,2405
2353,1322
2354,1282
2355,2535
2356,1573
2357,2464
2358,2244
2359,1853
2360,1362
2361,2544
2362,2054
2363,4208
2364,2535
2365,2675
2366,3076
2367,2926
2368,2134
2369,2154
2370,2204
2371,1553
2372,1192
2373,1432
2374,1933
2375,1643
2376,1783
2377,1804
2378,1422
2379,1593
2380,1012
2381,1963
2382,1563
2383,3897
2384,1963
2385,2044
2386,2795
2387,3547
2388,2434
2389,1593
2390,2685
2391,1643
2392,2003
2393,1913
2394,1623
2395,1673
2396,1723
2397,1203
2398,1273
2399,1513
2400,2545
2401,1422
2402,2324
2403,2014
2404,1633
2405,1252
2406,1994
2407,1673
2408,3016
2409,3897
2410,40257
2411,1312
2412,2325
2413,1052
2414,2415
2415,1893
2416,1833
2417,1644
2418,2495
2419,2315
2420,2956
2421,1212
2422,2084
