n,time
2315,2174
2316,2334
2317,1963
2318,1293
2319,1593
2320,1142
2321,1383
2322,1693
2323,1493
2324,2765
2325,2284
2326,2655
2327,2244
2328,1903
2329,2014
2330,2505
2331,2264
2332,1683
2333,1813
2334,1744
2335,1543
2336,1734
2337,1222
2338,1673
2339,2044
2340,1863
2341,1804
2342,1824
2343,2344
2344,2465
2345,3046
2346,2435
2347,1873
2348,1944
2349,1844
2350,1994
2351,1783
2352,2575
2353,1853
2354,2234
2355,2184
2356,1934
2357,1963
2358,2214
2359,2014
2360,1603
2361,2455
2362,1783
2363,3737
2364,2845
2365,2023
2366,3287
2367,2295
2368,2124
2369,1914
2370,1713
2371,1573
2372,1202
2373,1954
2374,1463
2375,1482
2376,1212
2377,1463
2378,1483
2379,1222
2380,1122
2381,2104
2382,962
2383,2295
2384,1653
2385,1784
2386,2014
2387,2244
2388,1523
2389,1743
2390,1663
2391,1433
2392,1252
2393,1292
2394,1292
2395,1433
2396,1513
2397,1202
2398,1753
2399,1743
2400,1873
2401,2094
2402,1203
2403,1493
2404,1653
2405,1463
2406,1222
2407,2124
2408,2525
2409,2034
2410,1753
2411,1473
2412,1603
2413,1934
2414,1463
2415,1823
2416,2966
2417,1573
2418,2174
2419,2976
2420,1593
2421,1192
2422,1412
2423,1212
2424,1242
2425,1663
2426,1653
2427,1503
2428,1203
2429,1954
2430,1904
2431,1904
2432,1253
2433,2455
2434,1914
2435,1153
2436,1172
2437,1152
2438,1252
2439,1313
2440,1112
2441,1302
2442,1142
2443,1152
2444,962
2445,1133
2446,1222
2447,1824
2448,1373
2449,1062
2450,2615
2451,2404
2452,1874
2453,1834
2454,2214
2455,1893
2456,1914
2457,1803
2458,1143
2459,1784
2460,1593
2461,1964
2462,1533
2463,1502
2464,1403
2465,1874
2466,1463
2467,1603
2468,1944
2469,1513
2470,2565
2471,2405
2472,2495
2473,1784
2474,1383
2475,2926
2476,1763
2477,1924
2478,1543
2479,2675
2480,1292
2481,1723
2482,1744
2483,2024
2484,2034
2485,1543
2486,1914
2487,1273
2488,1333
2489,1923
2490,3216
2491,2234
2492,2245
2493,1413
2494,1323
2495,1222
2496,1122
2497,1383
2498,1242
2499,1243
2500,1713
2501,1784
2502,1142
2503,1172
2504,2505
2505,2294
2506,1412
2507,2134
2508,1743
2509,2033
2510,1924
2511,1893
2512,1894
2513,2475
2514,1563
2515,1933
2516,1543
2517,1513
2518,1513
2519,2184
2520,1432
2521,1753
2522,1192
2523,2064
2524,1513
2525,3036
2526,2665
2527,1793
2528,2574
2529,2335
2530,1342
2531,2205
2532,1823
2533,1312
2534,1113
2535,1162
2536,1343
2537,1282
2538,1253
2539,1502
2540,1322
2541,1393
